ltl sce_good: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==3))))))
ltl sce_late: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==1))))))
ltl sce_loss: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==2))))))
ltl sce_good_then_late: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))
ltl sce_good_then_loss: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==2))))))))
ltl sce_loss_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U ([] ((net_state==3))))))))
ltl sce_late_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==1)) && (((net_state==1)) U ([] ((net_state==3))))))))
ltl sce_good_then_late_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U (((net_state==1)) && (((net_state==1)) U ([] ((net_state==3))))))))))
ltl sce_good_then_loss_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U (((net_state==2)) && (((net_state==2)) U ([] ((net_state==3))))))))))
ltl sce_late_then_good_then_late: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==1)) && (((net_state==1)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))))
ltl sce_loss_then_good_then_loss: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==2))))))))))
ltl sce_variable: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))))
starting claim 7
Never claim moves to line 128	[((net_state==4))]
137:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
137:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
137:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
139:	proc  2 (Receiver:1) Model_net.pml:143 (state 27)	[recvTime = timeBuffer[recvNum]]
141:	proc  2 (Receiver:1) Model_net.pml:176 (state 68)	[else]
143:	proc  2 (Receiver:1) Model_net.pml:182 (state 75)	[else]
145:	proc  2 (Receiver:1) Model_net.pml:182 (state 76)	[(1)]
147:	proc  2 (Receiver:1) Model_net.pml:185 (state 79)	[(track_sublink)]
149:	proc  2 (Receiver:1) Model_net.pml:185 (state 80)	[net_state = 1]
151:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
153:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
155:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
155:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
156:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
156:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
158:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
160:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
162:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
164:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
166:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
166:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
167:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
167:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
169:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
171:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
173:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
175:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
177:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
177:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
178:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
178:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
180:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
182:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
184:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
186:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
188:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
188:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
189:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
189:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
191:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
193:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
195:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
197:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
199:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
199:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
200:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
200:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
202:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
204:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
206:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
206:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
208:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
208:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
210:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
212:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
212:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
214:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
216:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
218:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
218:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
219:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
219:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
221:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
223:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
225:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
225:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
227:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
227:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
229:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
231:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
231:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
233:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
235:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
237:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
237:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
238:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
238:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
240:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
242:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
244:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
244:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
246:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
246:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
248:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
250:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
250:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
252:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
254:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
256:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
256:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
257:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
257:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
259:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
261:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
263:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
263:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
265:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
265:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
267:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
269:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
269:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
271:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
273:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
275:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
275:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
277:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
278:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
280:	proc  1 (Sender:1) Model_net.pml:69 (state 2)	[((timeBuffer[seqNum]==0))]
280:	proc  1 (Sender:1) Model_net.pml:70 (state 3)	[timeBuffer[seqNum] = 1]
281:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
282:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
283:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
284:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
285:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
286:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
287:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
289:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
291:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
291:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
291:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
293:	proc  2 (Receiver:1) Model_net.pml:143 (state 27)	[recvTime = timeBuffer[recvNum]]
295:	proc  2 (Receiver:1) Model_net.pml:145 (state 28)	[((recvTime<3))]
297:	proc  2 (Receiver:1) Model_net.pml:151 (state 33)	[else]
299:	proc  2 (Receiver:1) Model_net.pml:151 (state 34)	[(1)]
301:	proc  2 (Receiver:1) Model_net.pml:156 (state 39)	[else]
303:	proc  2 (Receiver:1) Model_net.pml:157 (state 40)	[rcpBuffer[recvNum] = recvData]
305:	proc  2 (Receiver:1) Model_net.pml:159 (state 41)	[((((lastNum+1)%(3+1))==recvNum))]
305:	proc  2 (Receiver:1) Model_net.pml:160 (state 42)	[lastNum = recvNum]
307:	proc  2 (Receiver:1) Model_net.pml:166 (state 51)	[else]
309:	proc  2 (Receiver:1) Model_net.pml:166 (state 52)	[(1)]
309:	proc  2 (Receiver:1) Model_net.pml:168 (state 55)	[rcpBuffer[recvNum] = 1]
311:	proc  2 (Receiver:1) Model_net.pml:173 (state 62)	[(track_sublink)]
313:	proc  2 (Receiver:1) Model_net.pml:173 (state 63)	[net_state = 3]
Never claim moves to line 137	[((net_state==3))]
315:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
Never claim moves to line 133	[((net_state==3))]
317:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
319:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
