ltl sce_good: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==3))))))
ltl sce_late: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==1))))))
ltl sce_loss: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==2))))))
ltl sce_good_then_late: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))
ltl sce_good_then_loss: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==2))))))))
ltl sce_loss_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U ([] ((net_state==3))))))))
ltl sce_late_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==1)) && (((net_state==1)) U ([] ((net_state==3))))))))
ltl sce_good_then_late_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U (((net_state==1)) && (((net_state==1)) U ([] ((net_state==3))))))))))
ltl sce_good_then_loss_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U (((net_state==2)) && (((net_state==2)) U ([] ((net_state==3))))))))))
ltl sce_late_then_good_then_late: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==1)) && (((net_state==1)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))))
ltl sce_loss_then_good_then_loss: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==2))))))))))
ltl sce_variable: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))))
starting claim 5
Never claim moves to line 80	[((net_state==4))]
146:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
148:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
148:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
148:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
150:	proc  2 (Receiver:1) Model_net.pml:139 (state 21)	[(track_sublink)]
152:	proc  2 (Receiver:1) Model_net.pml:139 (state 22)	[net_state = 2]
154:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
156:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
158:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
158:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
159:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
159:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
161:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
163:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
165:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
167:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
169:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
169:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
170:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
170:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
172:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
174:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
176:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
176:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
178:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
178:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
180:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
182:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
182:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
184:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
186:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
188:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
188:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
190:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
191:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
193:	proc  1 (Sender:1) Model_net.pml:69 (state 2)	[((timeBuffer[seqNum]==0))]
193:	proc  1 (Sender:1) Model_net.pml:70 (state 3)	[timeBuffer[seqNum] = 1]
194:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
195:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
196:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
197:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
198:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
199:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
200:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
202:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
204:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
204:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
204:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
206:	proc  2 (Receiver:1) Model_net.pml:139 (state 21)	[(track_sublink)]
208:	proc  2 (Receiver:1) Model_net.pml:139 (state 22)	[net_state = 2]
210:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
212:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
214:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
214:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
215:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
215:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
217:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
219:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
221:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
223:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
225:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
225:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
226:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
226:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
228:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
230:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
232:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
232:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
234:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
234:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
236:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
238:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
238:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
240:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
242:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
244:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
244:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
246:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
247:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
249:	proc  1 (Sender:1) Model_net.pml:69 (state 2)	[((timeBuffer[seqNum]==0))]
249:	proc  1 (Sender:1) Model_net.pml:70 (state 3)	[timeBuffer[seqNum] = 1]
250:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
251:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
252:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
253:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
254:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
255:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
256:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
258:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
260:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
260:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
260:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
262:	proc  2 (Receiver:1) Model_net.pml:139 (state 21)	[(track_sublink)]
264:	proc  2 (Receiver:1) Model_net.pml:139 (state 22)	[net_state = 2]
266:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
268:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
270:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
270:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
271:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
271:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
273:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
275:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
277:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
279:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
281:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
281:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
282:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
282:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
284:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
286:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
288:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
288:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
290:	proc  2 (Receiver:1) Model_net.pml:87 (state 93)	[((((lastNum+1)%(3+1))==recvNum))]
290:	proc  2 (Receiver:1) Model_net.pml:87 (state 94)	[lastNum = ((lastNum+1)%(3+1))]
292:	proc  2 (Receiver:1) Model_net.pml:98 (state 109)	[else]
294:	proc  2 (Receiver:1) Model_net.pml:98 (state 110)	[(1)]
294:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
296:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
298:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
300:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
300:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
302:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
303:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
305:	proc  1 (Sender:1) Model_net.pml:69 (state 2)	[((timeBuffer[seqNum]==0))]
305:	proc  1 (Sender:1) Model_net.pml:70 (state 3)	[timeBuffer[seqNum] = 1]
306:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
307:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
308:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
309:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
310:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
311:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
312:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
314:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
316:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
316:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
316:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
318:	proc  2 (Receiver:1) Model_net.pml:139 (state 21)	[(track_sublink)]
320:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
