ltl sce_good: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==3))))))
ltl sce_late: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==1))))))
ltl sce_loss: ! (<> (((net_state==4)) && (((net_state==4)) U ([] ((net_state==2))))))
ltl sce_good_then_late: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))
ltl sce_good_then_loss: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==2))))))))
ltl sce_loss_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U ([] ((net_state==3))))))))
ltl sce_late_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==1)) && (((net_state==1)) U ([] ((net_state==3))))))))
ltl sce_good_then_late_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U (((net_state==1)) && (((net_state==1)) U ([] ((net_state==3))))))))))
ltl sce_good_then_loss_then_good: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==3)) && (((net_state==3)) U (((net_state==2)) && (((net_state==2)) U ([] ((net_state==3))))))))))
ltl sce_late_then_good_then_late: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==1)) && (((net_state==1)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))))
ltl sce_loss_then_good_then_loss: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==2))))))))))
ltl sce_variable: ! (<> (((net_state==4)) && (((net_state==4)) U (((net_state==2)) && (((net_state==2)) U (((net_state==3)) && (((net_state==3)) U ([] ((net_state==1))))))))))
starting claim 8
Never claim moves to line 153	[((net_state==4))]
154:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
155:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
156:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
157:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
158:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
159:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
160:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
162:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
164:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
164:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
164:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
166:	proc  2 (Receiver:1) Model_net.pml:143 (state 27)	[recvTime = timeBuffer[recvNum]]
168:	proc  2 (Receiver:1) Model_net.pml:145 (state 28)	[((recvTime<3))]
170:	proc  2 (Receiver:1) Model_net.pml:151 (state 33)	[else]
172:	proc  2 (Receiver:1) Model_net.pml:151 (state 34)	[(1)]
174:	proc  2 (Receiver:1) Model_net.pml:156 (state 39)	[else]
176:	proc  2 (Receiver:1) Model_net.pml:157 (state 40)	[rcpBuffer[recvNum] = recvData]
178:	proc  2 (Receiver:1) Model_net.pml:159 (state 41)	[((((lastNum+1)%(3+1))==recvNum))]
178:	proc  2 (Receiver:1) Model_net.pml:160 (state 42)	[lastNum = recvNum]
180:	proc  2 (Receiver:1) Model_net.pml:166 (state 51)	[else]
182:	proc  2 (Receiver:1) Model_net.pml:166 (state 52)	[(1)]
182:	proc  2 (Receiver:1) Model_net.pml:168 (state 55)	[rcpBuffer[recvNum] = 1]
184:	proc  2 (Receiver:1) Model_net.pml:173 (state 62)	[(track_sublink)]
186:	proc  2 (Receiver:1) Model_net.pml:173 (state 63)	[net_state = 3]
188:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
190:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
192:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
192:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
193:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
193:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
195:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
197:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
199:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
201:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
203:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
203:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
204:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
204:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
206:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
208:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
210:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
210:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
212:	proc  2 (Receiver:1) Model_net.pml:86 (state 91)	[else]
214:	proc  2 (Receiver:1) Model_net.pml:86 (state 92)	[(1)]
214:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
216:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
218:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
220:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
220:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
222:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
223:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
225:	proc  1 (Sender:1) Model_net.pml:69 (state 2)	[((timeBuffer[seqNum]==0))]
225:	proc  1 (Sender:1) Model_net.pml:70 (state 3)	[timeBuffer[seqNum] = 1]
226:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
227:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
228:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
229:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
230:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
231:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
232:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
234:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
236:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
236:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
236:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
238:	proc  2 (Receiver:1) Model_net.pml:143 (state 27)	[recvTime = timeBuffer[recvNum]]
240:	proc  2 (Receiver:1) Model_net.pml:145 (state 28)	[((recvTime<3))]
242:	proc  2 (Receiver:1) Model_net.pml:151 (state 33)	[else]
244:	proc  2 (Receiver:1) Model_net.pml:151 (state 34)	[(1)]
246:	proc  2 (Receiver:1) Model_net.pml:156 (state 39)	[else]
248:	proc  2 (Receiver:1) Model_net.pml:157 (state 40)	[rcpBuffer[recvNum] = recvData]
250:	proc  2 (Receiver:1) Model_net.pml:159 (state 41)	[((((lastNum+1)%(3+1))==recvNum))]
250:	proc  2 (Receiver:1) Model_net.pml:160 (state 42)	[lastNum = recvNum]
252:	proc  2 (Receiver:1) Model_net.pml:166 (state 51)	[else]
254:	proc  2 (Receiver:1) Model_net.pml:166 (state 52)	[(1)]
254:	proc  2 (Receiver:1) Model_net.pml:168 (state 55)	[rcpBuffer[recvNum] = 1]
256:	proc  2 (Receiver:1) Model_net.pml:173 (state 62)	[(track_sublink)]
258:	proc  2 (Receiver:1) Model_net.pml:173 (state 63)	[net_state = 3]
260:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
262:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
264:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
264:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
265:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
265:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
267:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
269:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
271:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
273:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
275:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
275:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
276:	proc  2 (Receiver:1) Model_net.pml:131 (state 16)	[sublink[2]?recvData,recvNum]
276:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
278:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
280:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
282:	proc  2 (Receiver:1) Model_net.pml:83 (state 89)	[((controlBuffer[recvNum]==3))]
282:	proc  2 (Receiver:1) Model_net.pml:84 (state 90)	[controlBuffer[recvNum] = 0]
284:	proc  2 (Receiver:1) Model_net.pml:86 (state 91)	[else]
286:	proc  2 (Receiver:1) Model_net.pml:86 (state 92)	[(1)]
286:	proc  2 (Receiver:1) Model_net.pml:101 (state 115)	[rcpBuffer[recvNum] = 5]
288:	proc  2 (Receiver:1) Model_net.pml:102 (state 116)	[timeBuffer[recvNum] = 0]
290:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
292:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
292:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
294:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
295:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
297:	proc  1 (Sender:1) Model_net.pml:69 (state 2)	[((timeBuffer[seqNum]==0))]
297:	proc  1 (Sender:1) Model_net.pml:70 (state 3)	[timeBuffer[seqNum] = 1]
298:	proc  1 (Sender:1) Model_net.pml:71 (state 4)	[sublink[0]!data,seqNum]
299:	proc  1 (Sender:1) Model_net.pml:72 (state 5)	[sublink[1]!data,seqNum]
300:	proc  1 (Sender:1) Model_net.pml:73 (state 6)	[sublink[2]!data,seqNum]
301:	proc  1 (Sender:1) Model_net.pml:23 (state 7)	[time = 0]
302:	proc  1 (Sender:1) Model_net.pml:24 (state 8)	[time = 0]
303:	proc  1 (Sender:1) Model_net.pml:40 (state 32)	[else]
304:	proc  1 (Sender:1) Model_net.pml:42 (state 34)	[.(goto)]
306:	proc  1 (Sender:1) Model_net.pml:76 (state 38)	[seqNum = ((seqNum+1)%(3+1))]
308:	proc  2 (Receiver:1) Model_net.pml:129 (state 13)	[sublink[0]?recvData,recvNum]
308:	proc  2 (Receiver:1) Model_net.pml:129 (state 14)	[track_sublink = 1]
308:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
310:	proc  2 (Receiver:1) Model_net.pml:143 (state 27)	[recvTime = timeBuffer[recvNum]]
312:	proc  2 (Receiver:1) Model_net.pml:145 (state 28)	[((recvTime<3))]
314:	proc  2 (Receiver:1) Model_net.pml:151 (state 33)	[else]
316:	proc  2 (Receiver:1) Model_net.pml:151 (state 34)	[(1)]
318:	proc  2 (Receiver:1) Model_net.pml:156 (state 39)	[else]
320:	proc  2 (Receiver:1) Model_net.pml:157 (state 40)	[rcpBuffer[recvNum] = recvData]
322:	proc  2 (Receiver:1) Model_net.pml:159 (state 41)	[((((lastNum+1)%(3+1))==recvNum))]
322:	proc  2 (Receiver:1) Model_net.pml:160 (state 42)	[lastNum = recvNum]
324:	proc  2 (Receiver:1) Model_net.pml:166 (state 51)	[else]
326:	proc  2 (Receiver:1) Model_net.pml:166 (state 52)	[(1)]
326:	proc  2 (Receiver:1) Model_net.pml:168 (state 55)	[rcpBuffer[recvNum] = 1]
328:	proc  2 (Receiver:1) Model_net.pml:173 (state 62)	[(track_sublink)]
330:	proc  2 (Receiver:1) Model_net.pml:173 (state 63)	[net_state = 3]
332:	proc  0 (Source:1) Model_net.pml:48 (state 1)	[source!3]
333:	proc  1 (Sender:1) Model_net.pml:67 (state 1)	[source?data]
335:	proc  2 (Receiver:1) Model_net.pml:103 (state 117)	[else]
337:	proc  2 (Receiver:1) Model_net.pml:192 (state 121)	[track_sublink = 0]
339:	proc  2 (Receiver:1) Model_net.pml:125 (state 11)	[r_r = 0]
339:	proc  2 (Receiver:1) Model_net.pml:126 (state 12)	[r_b = 0]
340:	proc  2 (Receiver:1) Model_net.pml:130 (state 15)	[sublink[1]?recvData,recvNum]
340:	proc  2 (Receiver:1) Model_net.pml:134 (state 19)	[controlBuffer[recvNum] = (controlBuffer[recvNum]+1)]
342:	proc  2 (Receiver:1) Model_net.pml:140 (state 23)	[else]
344:	proc  2 (Receiver:1) Model_net.pml:140 (state 24)	[(1)]
